Local time,Ask,Bid,AskVolume,BidVolume
12.04.2018 15:26:43.153 GMT-0400,174.952,174.938,110,940
12.04.2018 15:26:43.275 GMT-0400,174.96200000000002,174.938,110,1050
12.04.2018 15:26:43.326 GMT-0400,174.982,174.958,110,670
12.04.2018 15:26:44.293 GMT-0400,174.983,174.95700000000002,110,150
12.04.2018 15:26:45.100 GMT-0400,174.982,174.958,110,820
12.04.2018 15:26:45.353 GMT-0400,174.993,174.967,110,7499.9998
12.04.2018 15:26:45.410 GMT-0400,174.983,174.967,100,7499.9998
12.04.2018 15:26:45.650 GMT-0400,174.99200000000002,174.967,110,7499.9998
12.04.2018 15:26:45.701 GMT-0400,174.99200000000002,174.958,110,10999.9999
12.04.2018 15:26:46.616 GMT-0400,174.993,174.967,110,150
12.04.2018 15:26:47.139 GMT-0400,174.99200000000002,174.968,110,300
12.04.2018 15:26:47.543 GMT-0400,174.983,174.967,110,220
12.04.2018 15:26:47.699 GMT-0400,174.982,174.958,110,600
12.04.2018 15:26:48.520 GMT-0400,174.983,174.95700000000002,110,600
12.04.2018 15:26:49.422 GMT-0400,174.982,174.958,110,600
12.04.2018 15:26:49.623 GMT-0400,174.993,174.967,110,75
12.04.2018 15:26:50.272 GMT-0400,174.99200000000002,174.968,110,150
12.04.2018 15:26:50.463 GMT-0400,174.97299999999998,174.95700000000002,110,600
12.04.2018 15:26:51.016 GMT-0400,174.972,174.958,110,670
12.04.2018 15:26:51.399 GMT-0400,174.96200000000002,174.948,110,370
12.04.2018 15:26:51.449 GMT-0400,174.97299999999998,174.958,63,600
12.04.2018 15:26:51.500 GMT-0400,174.983,174.947,110,520
12.04.2018 15:26:51.948 GMT-0400,174.982,174.958,100,150
12.04.2018 15:26:52.004 GMT-0400,174.983,174.947,110,520
12.04.2018 15:26:52.622 GMT-0400,174.982,174.948,110,520
12.04.2018 15:26:52.677 GMT-0400,174.982,174.958,110,820
12.04.2018 15:26:53.390 GMT-0400,174.983,174.967,100,110
12.04.2018 15:26:53.491 GMT-0400,174.989,174.958,63,10499.9999
12.04.2018 15:26:53.687 GMT-0400,174.989,174.967,63,300
12.04.2018 15:26:55.374 GMT-0400,174.982,174.968,100,220
12.04.2018 15:26:55.944 GMT-0400,174.983,174.967,100,220
12.04.2018 15:26:56.691 GMT-0400,174.982,174.968,100,520
12.04.2018 15:26:58.194 GMT-0400,174.983,174.967,100,520
12.04.2018 15:26:59.051 GMT-0400,174.982,174.968,100,560
12.04.2018 15:26:59.152 GMT-0400,174.99200000000002,174.968,110,870
12.04.2018 15:26:59.886 GMT-0400,174.982,174.968,110,560
12.04.2018 15:27:00.630 GMT-0400,174.983,174.967,110,560
12.04.2018 15:27:01.765 GMT-0400,174.97299999999998,174.95700000000002,100,450
12.04.2018 15:27:02.108 GMT-0400,174.97299999999998,174.948,63,670
12.04.2018 15:27:02.389 GMT-0400,174.981,174.948,63,750
12.04.2018 15:27:03.158 GMT-0400,174.97299999999998,174.947,110,220
12.04.2018 15:27:03.998 GMT-0400,174.972,174.948,110,220
12.04.2018 15:27:04.181 GMT-0400,174.963,174.937,110,520
12.04.2018 15:27:04.283 GMT-0400,174.972,174.938,110,600
12.04.2018 15:27:04.604 GMT-0400,174.972,174.948,100,150
12.04.2018 15:27:04.705 GMT-0400,174.983,174.947,110,380
12.04.2018 15:27:04.929 GMT-0400,174.97299999999998,174.947,110,150
12.04.2018 15:27:06.012 GMT-0400,174.982,174.948,110,150
12.04.2018 15:27:06.063 GMT-0400,174.983,174.95700000000002,110,75
12.04.2018 15:27:06.440 GMT-0400,174.97299999999998,174.95700000000002,100,150
12.04.2018 15:27:07.614 GMT-0400,174.972,174.958,100,170
12.04.2018 15:27:08.163 GMT-0400,174.97299999999998,174.95700000000002,100,390
12.04.2018 15:27:09.059 GMT-0400,174.954,174.94,110,7499.9998
12.04.2018 15:27:09.109 GMT-0400,174.96200000000002,174.948,63,220
12.04.2018 15:27:09.722 GMT-0400,174.96200000000002,174.947,63,450
12.04.2018 15:27:09.773 GMT-0400,174.97299999999998,174.947,110,520
12.04.2018 15:27:10.058 GMT-0400,174.982,174.968,110,4
12.04.2018 15:27:10.893 GMT-0400,174.983,174.95700000000002,110,10599.9997
12.04.2018 15:27:10.943 GMT-0400,174.983,174.967,110,8
12.04.2018 15:27:11.245 GMT-0400,174.972,174.958,100,75
12.04.2018 15:27:11.295 GMT-0400,174.982,174.958,110,300
12.04.2018 15:27:11.749 GMT-0400,174.982,174.968,110,160
12.04.2018 15:27:12.104 GMT-0400,174.983,174.948,110,7499.9998
12.04.2018 15:27:12.155 GMT-0400,174.98,174.958,63,150
12.04.2018 15:27:12.692 GMT-0400,174.982,174.958,110,450
12.04.2018 15:27:13.042 GMT-0400,174.983,174.967,110,370
12.04.2018 15:27:14.759 GMT-0400,174.982,174.968,110,220
12.04.2018 15:27:15.526 GMT-0400,174.983,174.967,110,150
12.04.2018 15:27:15.759 GMT-0400,174.993,174.967,110,300
12.04.2018 15:27:15.873 GMT-0400,174.983,174.967,110,150
12.04.2018 15:27:17.238 GMT-0400,174.982,174.968,100,530
12.04.2018 15:27:17.289 GMT-0400,174.99200000000002,174.968,110,600
12.04.2018 15:27:18.189 GMT-0400,174.993,174.967,110,530
12.04.2018 15:27:18.407 GMT-0400,174.982,174.968,110,530
12.04.2018 15:27:18.944 GMT-0400,174.983,174.967,110,530
12.04.2018 15:27:19.204 GMT-0400,174.99200000000002,174.968,10599.9997,600
12.04.2018 15:27:19.845 GMT-0400,174.993,174.967,110,980
12.04.2018 15:27:20.621 GMT-0400,174.993,174.977,110,75
12.04.2018 15:27:21.179 GMT-0400,175.00099999999998,174.977,63,450
12.04.2018 15:27:21.229 GMT-0400,174.993,174.977,110,300
12.04.2018 15:27:22.515 GMT-0400,174.983,174.958,110,7499.9998
12.04.2018 15:27:22.565 GMT-0400,174.97299999999998,174.95700000000002,110,600
12.04.2018 15:27:23.078 GMT-0400,174.972,174.958,110,340
12.04.2018 15:27:24.845 GMT-0400,174.96200000000002,174.948,110,10599.9997
12.04.2018 15:27:26.062 GMT-0400,174.963,174.947,7,490
12.04.2018 15:27:26.603 GMT-0400,174.96200000000002,174.948,110,370
12.04.2018 15:27:27.221 GMT-0400,174.963,174.947,110,370
12.04.2018 15:27:28.077 GMT-0400,174.96200000000002,174.948,7,370
12.04.2018 15:27:28.725 GMT-0400,174.963,174.947,110,300
12.04.2018 15:27:31.145 GMT-0400,174.96200000000002,174.948,110,220
12.04.2018 15:27:31.269 GMT-0400,174.96200000000002,174.938,110,150
12.04.2018 15:27:31.321 GMT-0400,174.953,174.937,100,150
12.04.2018 15:27:31.638 GMT-0400,174.96200000000002,174.938,110,150
12.04.2018 15:27:31.713 GMT-0400,174.952,174.938,110,150
12.04.2018 15:27:32.491 GMT-0400,174.953,174.937,110,150
12.04.2018 15:27:33.491 GMT-0400,174.952,174.938,110,150
12.04.2018 15:27:34.408 GMT-0400,174.953,174.937,110,370
12.04.2018 15:27:34.747 GMT-0400,174.96200000000002,174.948,110,220
12.04.2018 15:27:34.898 GMT-0400,174.963,174.937,110,370
12.04.2018 15:27:34.949 GMT-0400,174.953,174.937,110,300
12.04.2018 15:27:35.481 GMT-0400,174.952,174.938,110,370
12.04.2018 15:27:36.010 GMT-0400,174.953,174.937,110,450
12.04.2018 15:27:36.621 GMT-0400,174.952,174.938,110,450
12.04.2018 15:27:36.888 GMT-0400,174.972,174.948,110,220
12.04.2018 15:27:37.886 GMT-0400,174.97299999999998,174.947,110,150
12.04.2018 15:27:38.504 GMT-0400,174.972,174.948,110,220
12.04.2018 15:27:39.298 GMT-0400,174.97299999999998,174.947,110,120
12.04.2018 15:27:39.576 GMT-0400,174.96200000000002,174.948,110,120
12.04.2018 15:27:40.261 GMT-0400,174.963,174.947,110,270
12.04.2018 15:27:40.914 GMT-0400,174.96200000000002,174.948,110,190
12.04.2018 15:27:41.903 GMT-0400,174.963,174.947,110,190
12.04.2018 15:27:42.632 GMT-0400,174.952,174.938,110,370
12.04.2018 15:27:42.682 GMT-0400,174.96200000000002,174.938,10700.0005,370
12.04.2018 15:27:42.783 GMT-0400,174.96200000000002,174.948,110,75
12.04.2018 15:27:42.912 GMT-0400,174.96200000000002,174.938,110,750
12.04.2018 15:27:42.963 GMT-0400,174.953,174.937,110,450
12.04.2018 15:27:43.601 GMT-0400,174.952,174.938,110,370
12.04.2018 15:27:44.160 GMT-0400,174.953,174.937,110,370
12.04.2018 15:27:44.692 GMT-0400,174.952,174.938,110,670
12.04.2018 15:27:45.151 GMT-0400,174.963,174.947,110,900
12.04.2018 15:27:45.387 GMT-0400,174.972,174.958,110,370
12.04.2018 15:27:45.964 GMT-0400,174.97299999999998,174.95700000000002,110,300
12.04.2018 15:27:46.302 GMT-0400,174.972,174.948,110,600
12.04.2018 15:27:46.352 GMT-0400,174.97299999999998,174.95700000000002,110,300
12.04.2018 15:27:48.151 GMT-0400,174.972,174.958,110,450
12.04.2018 15:27:49.154 GMT-0400,174.97299999999998,174.95700000000002,110,450
12.04.2018 15:27:50.048 GMT-0400,174.972,174.958,110,490
12.04.2018 15:27:51.155 GMT-0400,174.97299999999998,174.95700000000002,110,450
12.04.2018 15:27:52.050 GMT-0400,174.972,174.958,110,490
12.04.2018 15:27:52.959 GMT-0400,174.97299999999998,174.95700000000002,110,830
12.04.2018 15:27:53.046 GMT-0400,174.96200000000002,174.938,110,370
12.04.2018 15:27:53.119 GMT-0400,174.972,174.958,110,75
12.04.2018 15:27:53.872 GMT-0400,174.97299999999998,174.95700000000002,110,75
12.04.2018 15:27:53.922 GMT-0400,174.96200000000002,174.938,110,450
12.04.2018 15:27:54.828 GMT-0400,174.963,174.937,110,520
12.04.2018 15:27:55.357 GMT-0400,174.96200000000002,174.938,110,370
12.04.2018 15:27:55.607 GMT-0400,174.96200000000002,174.948,110,22
12.04.2018 15:27:56.489 GMT-0400,174.963,174.947,110,22
12.04.2018 15:27:56.540 GMT-0400,174.963,174.937,110,520
12.04.2018 15:27:57.051 GMT-0400,174.953,174.92700000000002,100,600
12.04.2018 15:27:57.487 GMT-0400,174.94299999999998,174.92700000000002,110,220
12.04.2018 15:27:58.100 GMT-0400,174.942,174.928,110,340
12.04.2018 15:27:58.150 GMT-0400,174.953,174.933,110,7499.9998
12.04.2018 15:27:58.301 GMT-0400,174.96200000000002,174.938,110,150
12.04.2018 15:27:58.352 GMT-0400,174.953,174.937,100,75
12.04.2018 15:27:58.497 GMT-0400,174.96200000000002,174.938,110,600
12.04.2018 15:27:58.699 GMT-0400,174.97299999999998,174.947,110,600
12.04.2018 15:27:58.827 GMT-0400,174.963,174.937,100,670
12.04.2018 15:27:59.361 GMT-0400,174.96200000000002,174.948,100,150
12.04.2018 15:28:00.129 GMT-0400,174.963,174.947,110,240
12.04.2018 15:28:00.730 GMT-0400,174.96200000000002,174.948,110,75
12.04.2018 15:28:01.334 GMT-0400,174.963,174.947,110,1200.0001
12.04.2018 15:28:01.928 GMT-0400,174.96200000000002,174.948,110,1200.0001
12.04.2018 15:28:02.574 GMT-0400,174.963,174.947,110,1200.0001
12.04.2018 15:28:03.300 GMT-0400,174.96200000000002,174.948,110,1200.0001
12.04.2018 15:28:04.625 GMT-0400,174.963,174.947,110,1280
12.04.2018 15:28:04.735 GMT-0400,174.972,174.948,110,2180.0001
12.04.2018 15:28:05.364 GMT-0400,174.97299999999998,174.95700000000002,110,220
12.04.2018 15:28:06.097 GMT-0400,174.972,174.958,110,260
12.04.2018 15:28:06.629 GMT-0400,174.97299999999998,174.95700000000002,110,370
12.04.2018 15:28:06.861 GMT-0400,174.99099999999999,174.967,63,600
12.04.2018 15:28:06.917 GMT-0400,174.982,174.968,110,75
12.04.2018 15:28:07.275 GMT-0400,174.97299999999998,174.95700000000002,110,150
12.04.2018 15:28:07.375 GMT-0400,174.982,174.95700000000002,63,680
12.04.2018 15:28:07.601 GMT-0400,174.982,174.967,63,75
12.04.2018 15:28:08.167 GMT-0400,174.982,174.968,110,220
12.04.2018 15:28:09.129 GMT-0400,174.983,174.967,100,410
12.04.2018 15:28:10.099 GMT-0400,174.982,174.968,110,410
12.04.2018 15:28:10.735 GMT-0400,174.983,174.967,110,370
12.04.2018 15:28:11.504 GMT-0400,174.982,174.968,110,300
12.04.2018 15:28:13.053 GMT-0400,174.983,174.967,110,560
12.04.2018 15:28:13.611 GMT-0400,174.963,174.947,110,340
12.04.2018 15:28:14.474 GMT-0400,174.97299999999998,174.947,110,290
12.04.2018 15:28:14.524 GMT-0400,174.953,174.937,100,150
12.04.2018 15:28:15.491 GMT-0400,174.952,174.938,100,140
12.04.2018 15:28:15.726 GMT-0400,174.963,174.937,110,140
12.04.2018 15:28:16.756 GMT-0400,174.952,174.938,100,370
12.04.2018 15:28:17.706 GMT-0400,174.953,174.937,100,300
12.04.2018 15:28:19.592 GMT-0400,174.972,174.947,63,450
12.04.2018 15:28:20.095 GMT-0400,174.972,174.941,110,7499.9998
12.04.2018 15:28:20.146 GMT-0400,174.972,174.948,110,150
12.04.2018 15:28:20.609 GMT-0400,174.983,174.947,110,370
12.04.2018 15:28:20.739 GMT-0400,174.972,174.948,110,750
12.04.2018 15:28:21.050 GMT-0400,174.97299999999998,174.95700000000002,110,190
12.04.2018 15:28:21.523 GMT-0400,174.963,174.947,110,300
12.04.2018 15:28:22.927 GMT-0400,174.97299999999998,174.947,110,300
12.04.2018 15:28:23.338 GMT-0400,174.963,174.937,110,520
12.04.2018 15:28:24.115 GMT-0400,174.96200000000002,174.938,100,300
12.04.2018 15:28:24.768 GMT-0400,174.942,174.917,63,370
12.04.2018 15:28:25.437 GMT-0400,174.923,174.907,100,820
12.04.2018 15:28:25.487 GMT-0400,174.93,174.907,63,75
12.04.2018 15:28:25.538 GMT-0400,174.922,174.888,10599.9997,610
12.04.2018 15:28:25.612 GMT-0400,174.912,174.888,110,390
12.04.2018 15:28:25.947 GMT-0400,174.903,174.87,110,7499.9998
12.04.2018 15:28:26.245 GMT-0400,174.893,174.86700000000002,110,18799.9997
12.04.2018 15:28:26.701 GMT-0400,174.903,174.877,10300.0002,220
12.04.2018 15:28:27.559 GMT-0400,174.90200000000002,174.878,110,220
12.04.2018 15:28:28.086 GMT-0400,174.903,174.877,110,140
12.04.2018 15:28:28.837 GMT-0400,174.90200000000002,174.878,110,67
12.04.2018 15:28:29.167 GMT-0400,174.883,174.86700000000002,100,18799.9997
12.04.2018 15:28:30.372 GMT-0400,174.882,174.868,65,19099.9992
12.04.2018 15:28:31.135 GMT-0400,174.893,174.877,10400,150
12.04.2018 15:28:31.186 GMT-0400,174.893,174.86700000000002,110,19099.9992
12.04.2018 15:28:31.237 GMT-0400,174.903,174.86700000000002,110,19099.9992
12.04.2018 15:28:31.818 GMT-0400,174.893,174.86700000000002,110,19200.0009
12.04.2018 15:28:31.901 GMT-0400,174.903,174.86700000000002,110,19200.0009
12.04.2018 15:28:31.965 GMT-0400,174.89200000000002,174.868,110,19200.0009
12.04.2018 15:28:32.066 GMT-0400,174.903,174.877,110,75
12.04.2018 15:28:32.693 GMT-0400,174.903,174.887,110,75
12.04.2018 15:28:33.503 GMT-0400,174.90200000000002,174.888,110,150
12.04.2018 15:28:34.444 GMT-0400,174.903,174.887,110,300
12.04.2018 15:28:34.958 GMT-0400,174.912,174.898,100,220
12.04.2018 15:28:36.532 GMT-0400,174.91299999999998,174.89700000000002,110,370
12.04.2018 15:28:36.738 GMT-0400,174.933,174.907,110,520
12.04.2018 15:28:36.789 GMT-0400,174.94299999999998,174.907,110,600
12.04.2018 15:28:36.939 GMT-0400,174.94299999999998,174.917,110,75
12.04.2018 15:28:37.373 GMT-0400,174.949,174.928,63,75
12.04.2018 15:28:37.921 GMT-0400,174.963,174.937,100,820
12.04.2018 15:28:38.690 GMT-0400,174.952,174.928,110,150
12.04.2018 15:28:39.350 GMT-0400,174.953,174.92700000000002,110,310
12.04.2018 15:28:39.689 GMT-0400,174.96200000000002,174.938,110,10200.0004
12.04.2018 15:28:40.293 GMT-0400,174.963,174.937,110,150
12.04.2018 15:28:40.871 GMT-0400,174.96200000000002,174.938,110,300
12.04.2018 15:28:41.343 GMT-0400,174.963,174.947,110,75
12.04.2018 15:28:41.444 GMT-0400,174.963,174.937,110,370
12.04.2018 15:28:41.979 GMT-0400,174.952,174.938,110,300
12.04.2018 15:28:42.996 GMT-0400,174.953,174.937,110,300
12.04.2018 15:28:43.097 GMT-0400,174.952,174.928,110,370
12.04.2018 15:28:44.012 GMT-0400,174.953,174.92700000000002,110,150
12.04.2018 15:28:44.547 GMT-0400,174.952,174.928,110,150
12.04.2018 15:28:45.460 GMT-0400,174.953,174.92700000000002,110,300
12.04.2018 15:28:45.561 GMT-0400,174.94299999999998,174.92700000000002,100,370
12.04.2018 15:28:45.611 GMT-0400,174.952,174.928,110,450
12.04.2018 15:28:45.662 GMT-0400,174.952,174.938,110,75
12.04.2018 15:28:46.152 GMT-0400,174.953,174.928,110,7499.9998
12.04.2018 15:28:46.294 GMT-0400,174.94299999999998,174.928,110,7499.9998
12.04.2018 15:28:46.345 GMT-0400,174.952,174.928,10800.0003,300
12.04.2018 15:28:47.471 GMT-0400,174.942,174.928,110,220
12.04.2018 15:28:47.521 GMT-0400,174.93900000000002,174.917,63,75
12.04.2018 15:28:47.656 GMT-0400,174.933,174.917,110,69
12.04.2018 15:28:47.707 GMT-0400,174.93900000000002,174.918,63,69
12.04.2018 15:28:47.932 GMT-0400,174.952,174.928,110,450
12.04.2018 15:28:47.983 GMT-0400,174.952,174.938,100,75
12.04.2018 15:28:48.034 GMT-0400,174.953,174.92700000000002,100,370
12.04.2018 15:28:48.243 GMT-0400,174.952,174.92000000000002,110,7499.9998
12.04.2018 15:28:48.969 GMT-0400,174.952,174.918,110,140
12.04.2018 15:28:49.526 GMT-0400,174.953,174.917,110,75
12.04.2018 15:28:49.667 GMT-0400,174.942,174.918,110,150
12.04.2018 15:28:50.561 GMT-0400,174.94299999999998,174.917,110,150
12.04.2018 15:28:50.868 GMT-0400,174.942,174.928,110,150
12.04.2018 15:28:51.027 GMT-0400,174.952,174.92700000000002,63,220
12.04.2018 15:28:51.972 GMT-0400,174.953,174.92700000000002,100,220
12.04.2018 15:28:52.605 GMT-0400,174.952,174.928,100,300
12.04.2018 15:28:52.842 GMT-0400,174.94299999999998,174.92700000000002,100,220
12.04.2018 15:28:53.174 GMT-0400,174.953,174.92700000000002,110,300
12.04.2018 15:28:53.973 GMT-0400,174.952,174.928,110,300
12.04.2018 15:28:54.041 GMT-0400,174.963,174.92700000000002,110,300
12.04.2018 15:28:54.091 GMT-0400,174.96200000000002,174.938,10700.0005,150
12.04.2018 15:28:54.277 GMT-0400,174.96200000000002,174.928,10700.0005,300
12.04.2018 15:28:54.327 GMT-0400,174.96200000000002,174.937,63,75
12.04.2018 15:28:55.046 GMT-0400,174.963,174.937,110,300
12.04.2018 15:28:56.328 GMT-0400,174.953,174.937,100,300
12.04.2018 15:28:56.378 GMT-0400,174.96200000000002,174.938,110,300
12.04.2018 15:28:57.065 GMT-0400,174.953,174.937,110,370
12.04.2018 15:28:58.930 GMT-0400,174.952,174.938,110,310
12.04.2018 15:28:59.625 GMT-0400,174.953,174.937,110,230
12.04.2018 15:29:02.417 GMT-0400,174.952,174.938,100,530
12.04.2018 15:29:05.084 GMT-0400,174.953,174.937,110,640
12.04.2018 15:29:07.088 GMT-0400,174.942,174.928,110,300
12.04.2018 15:29:07.599 GMT-0400,174.94299999999998,174.92700000000002,1,520
12.04.2018 15:29:08.153 GMT-0400,174.942,174.928,1,520
12.04.2018 15:29:09.118 GMT-0400,174.94299999999998,174.92700000000002,51,520
12.04.2018 15:29:10.007 GMT-0400,174.933,174.917,1,150
12.04.2018 15:29:10.723 GMT-0400,174.93200000000002,174.918,100,220
12.04.2018 15:29:11.303 GMT-0400,174.933,174.917,110,220
12.04.2018 15:29:11.985 GMT-0400,174.93200000000002,174.918,110,220
12.04.2018 15:29:12.375 GMT-0400,174.94299999999998,174.917,110,150
12.04.2018 15:29:12.988 GMT-0400,174.942,174.918,110,150
12.04.2018 15:29:13.456 GMT-0400,174.933,174.907,110,10400
12.04.2018 15:29:14.127 GMT-0400,174.93200000000002,174.908,100,220
12.04.2018 15:29:14.687 GMT-0400,174.93200000000002,174.918,110,75
12.04.2018 15:29:15.713 GMT-0400,174.93200000000002,174.908,110,220
12.04.2018 15:29:16.543 GMT-0400,174.933,174.907,13,600
12.04.2018 15:29:16.637 GMT-0400,174.933,174.917,13,300
12.04.2018 15:29:17.999 GMT-0400,174.93200000000002,174.918,110,75
12.04.2018 15:29:20.050 GMT-0400,174.933,174.917,110,450
12.04.2018 15:29:21.054 GMT-0400,174.93200000000002,174.918,110,520
12.04.2018 15:29:21.740 GMT-0400,174.933,174.917,110,520
12.04.2018 15:29:22.479 GMT-0400,174.93200000000002,174.918,110,520
12.04.2018 15:29:23.056 GMT-0400,174.933,174.917,110,520
12.04.2018 15:29:23.205 GMT-0400,174.942,174.918,110,520
12.04.2018 15:29:24.711 GMT-0400,174.94299999999998,174.917,110,600
12.04.2018 15:29:25.126 GMT-0400,174.942,174.928,110,75
12.04.2018 15:29:26.104 GMT-0400,174.953,174.937,110,150
12.04.2018 15:29:27.060 GMT-0400,174.952,174.938,110,190
12.04.2018 15:29:28.196 GMT-0400,174.953,174.937,110,150
12.04.2018 15:29:29.913 GMT-0400,174.952,174.938,110,960
12.04.2018 15:29:32.062 GMT-0400,174.953,174.937,110,960
12.04.2018 15:29:32.744 GMT-0400,174.96200000000002,174.938,100,2090.0001
12.04.2018 15:29:33.646 GMT-0400,174.953,174.937,110,1110
12.04.2018 15:29:34.633 GMT-0400,174.952,174.938,110,1110
12.04.2018 15:29:35.518 GMT-0400,174.953,174.937,110,1190
12.04.2018 15:29:36.356 GMT-0400,174.952,174.938,110,890
12.04.2018 15:29:37.609 GMT-0400,174.953,174.937,110,830
12.04.2018 15:29:38.328 GMT-0400,174.952,174.938,110,1200.0001
12.04.2018 15:29:38.884 GMT-0400,174.963,174.937,110,1880
12.04.2018 15:29:38.935 GMT-0400,174.972,174.947,63,300
12.04.2018 15:29:39.271 GMT-0400,174.972,174.958,110,370
12.04.2018 15:29:39.494 GMT-0400,174.97299999999998,174.947,110,300
12.04.2018 15:29:39.544 GMT-0400,174.972,174.958,110,75
12.04.2018 15:29:40.200 GMT-0400,174.97299999999998,174.947,110,300
12.04.2018 15:29:40.250 GMT-0400,174.952,174.928,100,600
12.04.2018 15:29:40.379 GMT-0400,174.963,174.937,10700.0005,370
12.04.2018 15:29:41.132 GMT-0400,174.96200000000002,174.938,110,75
12.04.2018 15:29:41.339 GMT-0400,174.963,174.92700000000002,110,820
12.04.2018 15:29:41.854 GMT-0400,174.963,174.937,110,750
12.04.2018 15:29:41.955 GMT-0400,174.963,174.92700000000002,110,820
12.04.2018 15:29:42.623 GMT-0400,174.96200000000002,174.938,110,75
12.04.2018 15:29:43.219 GMT-0400,174.96200000000002,174.937,63,150
12.04.2018 15:29:43.530 GMT-0400,174.94299999999998,174.92700000000002,110,150
12.04.2018 15:29:43.777 GMT-0400,174.952,174.928,110,150
12.04.2018 15:29:44.818 GMT-0400,174.953,174.92700000000002,110,220
12.04.2018 15:29:45.261 GMT-0400,174.94299999999998,174.92700000000002,100,150
12.04.2018 15:29:45.311 GMT-0400,174.953,174.92700000000002,110,150
12.04.2018 15:29:45.508 GMT-0400,174.942,174.928,100,150
12.04.2018 15:29:45.979 GMT-0400,174.942,174.918,110,450
12.04.2018 15:29:46.363 GMT-0400,174.942,174.928,110,75
12.04.2018 15:29:46.562 GMT-0400,174.922,174.898,10300.0002,1190
12.04.2018 15:29:47.141 GMT-0400,174.933,174.907,110,600
12.04.2018 15:29:48.755 GMT-0400,174.933,174.912,110,7499.9998
12.04.2018 15:29:48.806 GMT-0400,174.952,174.92700000000002,63,75
12.04.2018 15:29:49.067 GMT-0400,174.942,174.928,100,110
12.04.2018 15:29:49.165 GMT-0400,174.942,174.918,110,790
12.04.2018 15:29:49.588 GMT-0400,174.952,174.918,10400,940
12.04.2018 15:29:49.639 GMT-0400,174.952,174.92700000000002,63,75
12.04.2018 15:29:50.420 GMT-0400,174.953,174.92700000000002,110,370
12.04.2018 15:29:50.943 GMT-0400,174.952,174.928,110,450
12.04.2018 15:29:52.222 GMT-0400,174.953,174.92700000000002,110,450
12.04.2018 15:29:52.534 GMT-0400,174.94299999999998,174.92700000000002,110,370
12.04.2018 15:29:52.890 GMT-0400,174.93200000000002,174.918,110,75
12.04.2018 15:29:52.940 GMT-0400,174.933,174.89700000000002,110,10999.9999
12.04.2018 15:29:53.809 GMT-0400,174.93200000000002,174.898,110,740
12.04.2018 15:29:54.001 GMT-0400,174.922,174.898,110,740
12.04.2018 15:29:54.582 GMT-0400,174.923,174.89700000000002,110,670
12.04.2018 15:29:55.084 GMT-0400,174.93200000000002,174.898,10999.9999,670
12.04.2018 15:29:55.208 GMT-0400,174.923,174.89700000000002,110,670
12.04.2018 15:29:55.609 GMT-0400,174.922,174.908,100,75
12.04.2018 15:29:57.178 GMT-0400,174.923,174.907,100,220
12.04.2018 15:29:57.751 GMT-0400,174.922,174.908,76,300
12.04.2018 15:29:58.198 GMT-0400,174.93200000000002,174.918,110,75
12.04.2018 15:29:58.248 GMT-0400,174.93200000000002,174.908,110,370
12.04.2018 15:29:58.299 GMT-0400,174.942,174.918,110,110
12.04.2018 15:29:58.367 GMT-0400,174.94299999999998,174.907,110,670
12.04.2018 15:29:58.630 GMT-0400,174.94299999999998,174.917,110,150
12.04.2018 15:29:59.203 GMT-0400,174.942,174.918,110,220
12.04.2018 15:29:59.920 GMT-0400,174.923,174.907,100,300
12.04.2018 15:30:00.099 GMT-0400,174.922,174.898,110,590
12.04.2018 15:30:00.150 GMT-0400,174.91299999999998,174.89700000000002,100,590
12.04.2018 15:30:00.323 GMT-0400,174.923,174.89700000000002,100,10800.0003
12.04.2018 15:30:00.693 GMT-0400,174.923,174.907,110,150
12.04.2018 15:30:01.846 GMT-0400,174.922,174.908,110,450
12.04.2018 15:30:01.907 GMT-0400,174.91299999999998,174.898,110,7499.9998
12.04.2018 15:30:02.665 GMT-0400,174.912,174.898,110,75
12.04.2018 15:30:03.170 GMT-0400,174.91299999999998,174.89700000000002,110,150
12.04.2018 15:30:04.051 GMT-0400,174.912,174.898,110,150
12.04.2018 15:30:04.102 GMT-0400,174.90200000000002,174.888,110,75
12.04.2018 15:30:04.918 GMT-0400,174.89200000000002,174.878,100,520
12.04.2018 15:30:05.257 GMT-0400,174.903,174.877,10800.0003,450
12.04.2018 15:30:05.307 GMT-0400,174.883,174.86700000000002,110,34499.9991
12.04.2018 15:30:05.415 GMT-0400,174.89200000000002,174.868,110,18400.0004
12.04.2018 15:30:05.597 GMT-0400,174.883,174.86700000000002,19,18400.0004
12.04.2018 15:30:06.293 GMT-0400,174.89200000000002,174.878,100,220
12.04.2018 15:30:06.394 GMT-0400,174.90200000000002,174.878,10499.9999,380
12.04.2018 15:30:06.445 GMT-0400,174.90200000000002,174.888,110,300
12.04.2018 15:30:07.028 GMT-0400,174.903,174.887,110,300
12.04.2018 15:30:07.659 GMT-0400,174.90200000000002,174.888,110,300
12.04.2018 15:30:08.417 GMT-0400,174.903,174.887,110,370
12.04.2018 15:30:08.828 GMT-0400,174.91299999999998,174.887,110,760
12.04.2018 15:30:08.881 GMT-0400,174.91299999999998,174.89700000000002,110,150
12.04.2018 15:30:09.202 GMT-0400,174.90200000000002,174.888,110,220
12.04.2018 15:30:09.736 GMT-0400,174.903,174.877,110,220
12.04.2018 15:30:10.286 GMT-0400,174.90200000000002,174.878,110,220
